,,Portfolio,,,,,,,,,,,,,,,,,,,Portfolio,,,,,,,,,,,,,,,,,,,
LATAM,Nicaragua,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Partial,Yes,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Niger,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Nigeria,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,currently not available,No,No,Partial,No
EMEA EAST,North Macedonia,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,currently not available,Yes,No,Partial,No
EMEA WEST,Northern Ireland,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA WEST,Norway,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Partial,No,,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,currently not available,No,No,Partial,6008 assessment / Aqua A assessment
EMEA EAST,Oman,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Partial,CorAL assessment,,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,6008 assessment / CorAL assessment
APAC,Pakistan,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Partial,"Evaluate Part, TDSM",,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Palestine,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Partial,TPI - NoTO,,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,No
LATAM,Panama,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Partial,Yes,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,Partial,No
LATAM,Paraguay,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Partial,Yes,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,Partial,No
LATAM,Peru,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Partial,No,,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
APAC,Philippines,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,3P,FME alternative (Smartbag),Yes,Yes,Partial,"Evaluate TDMS, Coral",,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA WEST,Poland,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,TDMS assessment,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,TDMS assessment
EMEA WEST,Portugal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Qatar,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Partial,TPI - NoTO,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,CorAL assessment
APAC,Republic of Korea,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3P,3P,Yes,Yes,Partial,Evaluate TG,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,currently not available,Yes,Yes,Partial,"Evaluate sporotal, CDS"
EMEA EAST,Republic of Moldova,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,No
EMEA EAST,Romania,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Russian Federation,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,currently not available,Yes,Yes,Partial,6008 launch
EMEA EAST,Rwanda,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Saudi Arabia,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Partial,CorAL Launch / TDMS assessment,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,CorAL launch / TDMS assessment
EMEA EAST,Senegal,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,currently not available,No,No,Partial,No
EMEA EAST,Serbia,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Partial,TDMS assessment,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,TDMS assessment
EMEA EAST,Seychelles,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
APAC,Singapore,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,FME alternative (Smartbag),Yes,Yes,Partial,Evaluate Coral,,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA WEST,Slovakia,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,CorAL assessment / TDMS assessment,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,CorAL launch / TDMS assessment
EMEA EAST,Slovenia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,South Africa,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Partial,Fx CorAL assestment,,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA WEST,Spain,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
APAC,Sri Lanka,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Sudan,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Partial,TPI - NoTO,,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,No
EMEA WEST,Sweden,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,currently not available,Yes,Yes,Partial,IDMS assessment 
DACH,Switzerland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Syrian Arab Republic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Partial,TPI - NoTO,,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,currently not available,Yes,No,Partial,No
APAC,Taiwan Province of China,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,3P,Yes,Yes,Partial,Evaluate TDMS,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Tajikistan,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
APAC,Thailand,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Partial,No,,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Togo,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
LATAM,Trinidad and Tobago,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Partial,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Tunisia,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Turkiye,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Turkmenistan,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,currently not available,No,No,Partial,No
EMEA EAST,Uganda,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Ukraine,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Partial,CorAL assessment,,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,United Arab Emirates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Partial,TPI - NoTO,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,No
EMEA EAST,United Republic of Tanzania,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,currently not available,No,No,Partial,6008 assessment
LATAM,Uruguay,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,currently not available,No,No,Partial,No
EMEA EAST,Uzbekistan,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,currently not available,No,No,Partial,No
LATAM,Venezuela,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Partial,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,Partial,No
APAC,Vietnam,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Partial,Part A,,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,currently not available,Yes,Yes,Partial,No
EMEA EAST,Yemen,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,currently not available,Yes,No,Partial,No
EMEA EAST,Zambia,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,currently not available,No,No,Partial,No
EMEA EAST,Zimbabwe,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Partial,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,Partial,No
"United 
States",United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
